,Pret_Raw,Full_Description,Suprafata_Utila,Nr_Camere,An_Constructie,Zona
138,65 600 €,"cum 2 zile | ... | ... | ... | ... | ... | 1 |  /  | 8 | 65 600 € | 1600 €/m² | PLATOU GALATA APARTAMENT 1 CAMERA 41MP | Galata, Iasi, Iasi | Numărul de camere | 1 cameră | Prețul pe metru pătrat | 41 m² | Etaj | parter | Vezi descrierea anunțului | TEL 0790888001
COMISION 0%
FINALIZARE OCTOMBRIE 2025
TVA 21% INCLUS IN PRET 65600 euro
PARCARE INTABULATA 8000 EURO suprateran /10000 subteran
COMPLEX  EXCLUSIVIST 
Descoperă confortul unui apar... | ACASA IMOBILIARE | Agenție imobiliară",41.0,1.0,2025.0,Galata
141,84 900 €,"cum 3 zile | ... | ... | ... | 1 |  /  | 6 | 84 900 € | 1544 €/m² | Dacia - Bicaz - 2 camere decomandat 55mp | Dacia, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 55 m² | Etaj | 3 etajul | Vezi descrierea anunțului | Va propun spre vanzare un apartament cu 2 camere, decomandat, 55mp.Apartamentul este situat la etajul 3 al unui bloc de 8 etaje, construit in anul 1983, cu lift nou si orientare Sud, in cartierul Daci... | IDEAL HOME | Agenție imobiliară",55.0,2.0,1983.0,Dacia
145,65 000 €,"cum 3 zile | ... | ... | ... | ... | 1 |  /  | 7 | 65 000 € | 1806 €/m² | Vanzare apartament 1 camera decomandat - baza 3 | Bularga, Iasi, Iasi | Numărul de camere | 1 cameră | Prețul pe metru pătrat | 36 m² | Etaj | 3 etajul | Vezi descrierea anunțului | Se vinde apartament cu o camer&#259; decomandat, situat &icirc;n zona Baza 3, vis-a-vis de Carrefour Felicia, &icirc;ntr-un bloc construit &icirc;n 1980, pe pl&#259;ci. Etaj: 3 din 4 Suprafa&#539;&#25... | Top Imobil | Agenție imobiliară",36.0,1.0,1980.0,Bularga
146,85 000 €,"cum 4 zile | 85 000 € | 1574 €/m² | APARTAMENT 2 CAMERE, BLOC NOU, PARTER, 54 MP, MALL MOLDOVA, NEGOCIABIL | Valea Lupului, Valea Lupului, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 54 m² | Etaj | parter | Vezi descrierea anunțului | Va propun spre cumparare un apartament cu 2 camere, situat la parterul unui bloc nou construit in anul 2024, localizat in zona Valea Lupului avand in proximitate toate utilitatile: magazine, scoli, gr... | Reactualizat | Plus Imobiliare | Agenție imobiliară",54.0,2.0,2024.0,Valea Lupului
150,58 990 €,"cum 3 zile | ... | ... | ... | ... | ... | ... | 1 |  /  | 9 | 58 990 € | 1788 €/m² | Apartament o camera decomandat, etaj intermediar- Frumoasa, Poitiers | Frumoasa, Iasi, Iasi | Numărul de camere | 1 cameră | Prețul pe metru pătrat | 33 m² | Etaj | 3 etajul | Vezi descrierea anunțului | Top Imobil va propune spre vanzare  un apartament cu 1 camera cu suprafata de 33mp utili, situat la etajul 3 din 4 intr-un bloc din 1978 din zona Frumoasa.Apartamentul este decomandat si dispune de ce... | Top Imobil | Agenție imobiliară",33.0,1.0,1978.0,Frumoasa
151,155 000 €,"cum 3 zile | ... | ... | ... | ... | ... | ... | 1 |  /  | 9 | 155 000 € | 2123 €/m² | Apartament 2 camere Targu Cucu etajul 1 | Podu de Fier, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 73 m² | Etaj | 1 etajul | Vezi descrierea anunțului | Va propunem spre vanzare un apartament cu 2 camere decomandat situat in Targu Cucu, cu suprafata de 73 mp. 

Imobilul este situat la etajul 1, bloc construit dupa anul 1980.

Dispune de : centrala... | Smart Casa Imobiliare | Agenție imobiliară",73.0,2.0,1980.0,Podu de Fier
158,43 750 €,"1 |  /  | 7 | 43 750 € | 1250 €/m² | Apartament 35 mp | Direct dezvoltator | 1250 €/mp | TVA inclus | Bucium, Iasi, Iasi | Numărul de camere | 1 cameră | Prețul pe metru pătrat | 35 m² | Etaj | 2 etajul | Vezi descrierea anunțului | Apartament 34 mp, Etaj 2, Str. Vișan (lângă Mega Image), IașiSuprafață utilă: 38 mpStadiu: În construcție, finalizare estimată în 2026Avantaje:Ideal pentru tineri la început de drumO alegere sigură pe... | Reactualizat | Proprietar",35.0,1.0,2026.0,Bucium
159,47 500 €,"1 |  /  | 8 | 47 500 € | 1250 €/m² | Apartament 38 mp | Direct dezvoltator | 1250 €/mp | TVA inclus | Bucium, Iasi, Iasi | Numărul de camere | 1 cameră | Prețul pe metru pătrat | 38 m² | Etaj | 2 etajul | Vezi descrierea anunțului | Apartament 38 mp, Etaj 2, Str. Vișan (lângă Mega Image), IașiSuprafață utilă: 38 mpStadiu: În construcție, finalizare estimată în 2026Avantaje:Ideal pentru tineri la început de drumO alegere sigură pe... | Reactualizat | Proprietar",38.0,1.0,2026.0,Bucium
160,63 750 €,"1 |  /  | 7 | 63 750 € | 1250 €/m² | Apartament 51 mp | Direct dezvoltator | 1250 €/mp | TVA inclus | Bucium, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 51 m² | Etaj | 2 etajul | Vezi descrierea anunțului | Apartament 2 Camere, Visan, langa Mega Image, IasiSuprafata utila: 51 mpCompartimentare: DecomandatStadiu: In constructie, finalizare estimata in 2026Avantaje:Potrivit pentru tineri la inceput de drum... | Reactualizat | Proprietar",51.0,2.0,2026.0,Bucium
161,84 800 €,"cum 3 zile | ... | ... | ... | ... | ... | ... | ... | 1 |  /  | 10 | 84 800 € | 1600 €/m² | Dacia - la bulevard 2 camere decomandat, etaj intermediar, liber | Dacia, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 53 m² | Etaj | 3 etajul | Vezi descrierea anunțului | Dacia - la bulevard 2 camere decomandat, etaj intermediar, liberVa propunem spre vanzare un apartament decomandat situat la etajul 3 din 8 intr-un bloc construit in anul 1980 cu lift nou schimbat, sup... | Top Imobil | Agenție imobiliară",53.0,2.0,1980.0,Dacia
172,89 500 €,"cum 3 zile | ... | ... | ... | ... | ... | ... | 1 |  /  | 9 | 89 500 € | 1570 €/m² | Apartament 2 Camere Decomandat Fara Risc Tatarasi | Tatarasi Sud, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 57 m² | Etaj | 4 etajul | Vezi descrierea anunțului | Se vinde apartament cu 2 camere in Tatarasi langa Gradinita 13. Este pe strada Ciurchi si NU prezinta risc seismic.Are o suprafata de 57 mp totali,  avand 2 balcoane.Blocul este construit in anii 1969... | IDEAL HOME | Agenție imobiliară",57.0,2.0,1969.0,Tatarasi Sud
174,de la 1054 €/m²,"În acest proiect vei găsi anunțuri potrivite criteriilor tale | finalizat | ... | 1 |  /  | 2 | STEJARILOR RESIDENCE - Direct de la dezoltator | CUG, Iasi, Iasi | de la 1054 €/m²  | Prețul pe metru pătrat | 28-47 m² | Vezi descrierea anunțului | De mai bine de 12 ani de când am intrat în domeniul construcţiilor şi al imobiliarelor, Grupul Astoria şi Stejarilor Residence promovează liniştea şi confortul. Performanţa ne caracterizează, reflectâ... | Reactualizat | Stejarilor Residence | Dezvoltator | STEJARILOR RESIDENCE - Apartament 1 camera | Predare August 2026 | 43 000 € | 1433 €/m² | Numărul de camere | 1 cameră | Prețul pe metru pătrat | 30 m² | STEJARILOR RESIDENCE - Apartament 1 camera | Curte proprie | 47 000 € | 1567 €/m² | Numărul de camere | 1 cameră | Prețul pe metru pătrat | 30 m² | Mai sunt anunțuri în acest proiect | Descoperă toate anunțurile",47.0,1.0,2026.0,CUG
177,59 500 €,"cum 3 zile | ... | ... | ... | ... | ... | ... | ... | ... | ... | 1 |  /  | 12 | 59 500 € | 1526 €/m² | Apartament 1 camera 39 mp complet mobilat utilat renovat 2025 Visan | Bucium, Iasi, Iasi | Numărul de camere | 1 cameră | Prețul pe metru pătrat | 39 m² | Etaj | 4 etajul | Vezi descrierea anunțului | _ REPREZENTARE EXCLUSIVĂ _DESTINE IMOBILIARE vă prezintă spre vânzare:Apartament cu 1 cameră – complex CRIS ESTATE, VișanPreț: 59.500 € Informatii utile despre proprietate:- Imobil construit in anul  ... | Destine Imobiliare | Agenție imobiliară",39.0,1.0,2025.0,Bucium
178,150 000 €,"1 |  /  | 10 | 150 000 € | 1724 €/m² | Apartament cu 3 camere decomandat zona Centru Gara bloc cadre  1990 | Gara, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 87 m² | Etaj | 7 etajul | Vezi descrierea anunțului | Apartament cu 3 camere decomandat zona centrala Gara bloc pe cadre din 1990 la bulevard etajul 7 din 8 cu liftAre apartament deasupra integralNu este ultimulSuprafață 87mpModelul cu 2 baiBaia mare cu ... | Reactualizat | Rezident Imobiliare | Agenție imobiliară",87.0,3.0,1990.0,Gara
179,121 500 €,"1 |  /  | 14 | 121 500 € | 2132 €/m² | Cug - 57 mp utili, Mobilat nou, Bloc 2025, intabulat, Comision 0% | CUG, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 57 m² | Etaj | 1 etajul | Vezi descrierea anunțului | Comision 0% pentru cumparator, Poze realeTextul este mai detaliat decat media, pentru ca am ales sa prezint clar dotarile si specificatiile apartamentului.Apartament cu 2 camere, amplasat intr-un bloc... | Reactualizat | PTR INVEST | Agenție imobiliară",57.0,2.0,2025.0,CUG
181,116 000 €,"cum 4 zile | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | 1 |  /  | 15 | 116 000 € | 1657 €/m² | APARTAMENT 3 CAMERE, DECOMANDAT, ETAJ INTERMEDIAR CANTA, MOBILAT SI UT | Canta, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 70 m² | Etaj | 4 etajul | Vezi descrierea anunțului | Va propun spre cumparare un apartament spatios, cu 3 camere, decomandat, situat intr-un bloc construit in anul 1983, la etajul 4 din 5, avand deasupra o mansarda locuita, in zona Canta linia a 2- a de... | Plus Imobiliare | Agenție imobiliară",70.0,3.0,1983.0,Canta
183,125 000 €,"cum 6 zile | ... | ... | ... | ... | ... | ... | ... | ... | 1 |  /  | 11 | 125 000 € | 1736 €/m² | Apartament cu 3 camere decomandat Nicolina Catedrala Catolică et2 | Podu Ros, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 72 m² | Etaj | 2 etajul | Vezi descrierea anunțului | Apartament cu 3 camere decomandat zona Nicolina Catedrala Catolică bloc din 1985 lângă bulevard etajul 2 din 4 suprafață 72mp  amenajat cu centrala termica proprie pvc bloc izolat exterior 2 bai ,baia... | Reactualizat | Rezident Imobiliare | Agenție imobiliară",72.0,3.0,1985.0,Podu Ros
193,124 000 €,"cum 4 zile | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | 1 |  /  | 13 | 124 000 € | 1771 €/m² | Apartament 3 camere, DECOMANDAT, 70 mp, etaj 24, Nicolina | Nicolina 2, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 70 m² | Etaj | 2 etajul | Vezi descrierea anunțului | Apartament 3 camere, DECOMANDAT, mobilat si utilat, aflat la ETAJUL 2 4, intr-un bloc din anul 1985 din zona Nicolina.Apartamentul are o suprafata de aproximativ 70 mp si este compus din: camera de zi... | Top Imobil | Agenție imobiliară",70.0,3.0,1985.0,Nicolina 2
194,124 900 €,"cum 4 zile | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | 1 |  /  | 15 | 124 900 € | 2357 €/m² | Apartament 3 camere - PacurariMimoza | Pacurari, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 53 m² | Etaj | 2 etajul | Vezi descrierea anunțului | Imobil.Ro va propune spre vanzare un apartament cu 3 camere in zona Pacurari - MimozaCaracteristici: Compartimentare: Decomandat  Suprafata: 53 mp Etaj: 2 in bloc cu 10 etaje  Constructie bloc: 1985Av... | ANDREI FURNICA IMOBILIARE IASI | Agenție imobiliară",53.0,3.0,1985.0,Pacurari
199,143 900 €,"cum 4 zile | ... | ... | ... | ... | ... | 1 |  /  | 8 | 143 900 € | 2010 €/m² | Dacia, Apartament 3 camere, DECOMANDAT, 143.900 EURO | Dacia, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 71.58 m² | Etaj | 3 etajul | Vezi descrierea anunțului | DESTINE IMOBILIARE vă  prezinta spre vânzare un apartament cu 3 camere decomandat, situat în zona Dacia.Caracteristici principale:- Suprafață totală: 71,58 mp- Compartimentare: decomandat- Balcon tip ... | Destine Imobiliare | Agenție imobiliară",71.58,3.0,2010.0,Dacia
200,86 500 €,"cum 4 zile | ... | 1 |  /  | 2 | 86 500 € | 1545 €/m² | Apartament 2 camere, 56 mp, DECOMANDAT, etaj 2/10, Podu Ros | Podu Ros, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 56 m² | Etaj | 2 etajul | Vezi descrierea anunțului | Apartament 2 camere, modelul DECOMANDAT, aflat la etajul 2/10, intr-un bloc FARA RISC seismic ( anul 1972 ) din zona Podu Ros - Bulevardul SocolaImobilul are o suprafata generoasa de aproximativ 56 mp... | Greenland Imobiliare | Agenție imobiliară",56.0,2.0,1972.0,Podu Ros
202,128 000 €,"cum 4 zile | ... | ... | ... | ... | ... | ... | 1 |  /  | 9 | 128 000 € | 1969 €/m² | DE VANZARE-APARTAMENT 2 CAMERE-DECOMANDAT-DACIA | Dacia, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 65 m² | Etaj | 1 etajul | Vezi descrierea anunțului | Agentia Invest Imobiliare va propune spre vanzare un apartament de 2 camere, modelul decomandat, etajul 1, intr-un bloc cu 8 nivele contruit in anul 1990, fara risc seismic, acesta fiind aproape de to... | INVEST IMOBILIARE | Agenție imobiliară",65.0,2.0,1969.0,Dacia
213,139 500 €,"1 |  /  | 11 | 139 500 € | 2683 €/m² | HALA CENTRALĂ, Str. Costache Negri – Ap 2CD, 52Mp, Bloc 1984 | Podu Ros, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 52 m² | Etaj | 4 etajul | Vezi descrierea anunțului | Oportunitate de investiție(aproximativ 6000euro/an)! Apartament de vânzare în zona istorică a Iașului!Vă propunem spre vânzare un apartament cu 2 camere-decomandat, cu o suprafață de 52mp, situat în u... | Reactualizat | Viva Imobiliare | Agenție imobiliară",52.0,2.0,1984.0,Podu Ros
214,120 000 €,"cum 4 zile | ... | ... | ... | ... | ... | ... | ... | 1 |  /  | 10 | 120 000 € | 2143 €/m² | De vanzare, 2 camere, decomandat, zona Gara-Fostul Billa, Iasi | Gara, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 56 m² | Etaj | 6 etajul | Vezi descrierea anunțului | Va propunem spre vanzare un apartament cu 2 camere, decomandat, avand suprafata totala de 56 mp, situat la etajul 6 dintr-un bloc cu 8 etaje construit in anul 1985 in zona Gara-Fost Billa, Iasi. Apart... | INVEST IMOBILIARE | Agenție imobiliară",56.0,2.0,1985.0,De vanzare
217,128 900 €,"cum 4 zile | ... | ... | ... | ... | ... | ... | 1 |  /  | 9 | 128 900 € | 2432 €/m² | Apartament 3 camere pacurari etajul 2 | Pacurari, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 53 m² | Etaj | 2 etajul | Vezi descrierea anunțului | Va propunem spre achizitie un apartament cu 3 camere decomandat aflat in zona Pacurari. Apartamentul are o suprafata de 53mp si se afla la etajul 2/10 al unui bloc din 1979. A fost recent renovat, se ... | Smart Casa Imobiliare | Agenție imobiliară",53.0,3.0,1979.0,Pacurari
219,125 000 €,"cum 6 zile | 125 000 € | 1736 €/m² | Apartament cu 3 camere decomandat Nicolina Catedrala Catolică et2 | Podu Ros, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 72 m² | Etaj | 2 etajul | Vezi descrierea anunțului | Apartament cu 3 camere decomandat zona Nicolina Catedrala Catolică bloc din 1985 lângă bulevard etajul 2 din 4 suprafață 72mp  amenajat cu centrala termica proprie pvc bloc izolat exterior 2 bai ,baia... | Reactualizat | Rezident Imobiliare | Agenție imobiliară",72.0,3.0,1985.0,Podu Ros
222,66 000 €,"1 |  /  | 18 | 66 000 € | 2200 €/m² | APARTAMENT 2 CAMERE 30 MP VALEA LUPULUI IASI MUTARE IMEDIATA | Valea Lupului, Valea Lupului, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 30 m² | Etaj | 1 etajul | Vezi descrierea anunțului | NU DORESC SA COLABOREZ CU AGENTII IMOBILIAREPROPRIETAR, vând apartament cu 2 camere, decomandat, orientare sudică, suprafață 30 mp, situat în Valea Lupului, într-un bloc nou, construit în 2018 din căr... | Reactualizat | Proprietar",30.0,2.0,2018.0,Valea Lupului
223,49 000 €,"1 |  /  | 9 | 49 000 € | 1960 €/m² | Garsonieră mobilată și utilată în bloc de apartamente. | Tatarasi Nord, Iasi, Iasi | Numărul de camere | 1 cameră | Prețul pe metru pătrat | 25 m² | Etaj | 5 etajul | Vezi descrierea anunțului | Arenaimobiliare vă propun spre vânzare garsonieră complet mobilată și utilată, bucătărie separată, balcon închis cu termopan, ușa metalică, zona Tătărași str Eternitate. | Reactualizat | Arena Imobiliare | Agenție imobiliară",25.0,1.0,1960.0,Tatarasi Nord
226,128 000 €,"cum 5 zile | ... | ... | ... | ... | ... | ... | 1 |  /  | 9 | 128 000 € | 1969 €/m² | PF vand 2CD 65mp , bloc din 1991 , et.1 | Centru, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 65 m² | Etaj | 1 etajul | Vezi descrierea anunțului | De vanzare apartament cu 2 camere, decomandat, situat la etajul 1 din 8 intr-un bloc construit in anul 1991 fara risc seismic, localizat in zona Dacia - Bicaz, ferit de zgomote, foarte aproape de stat... | Agenție imobiliară",65.0,2.0,1969.0,Centru
227,110 000 €,"1 |  /  | 11 | 110 000 € | 2000 €/m² | Cu vedere la Palat | 2 camere | 0% Comision | Soseaua Nationala, Podu Ros, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 55 m² | Etaj | 6 etajul | Vezi descrierea anunțului | Se vinde apartament cu 2 camere în zona Podul Roș, în imediata apropiere de Mercury Residence, cu vedere deosebită către Palat.
Imobilul este situat într-un bloc construit în 1975, fără risc seismic,... | Reactualizat | B&I Consulting | Agenție imobiliară",55.0,2.0,2000.0,Soseaua Nationala
229,119 500 €,"1 |  /  | 8 | 119 500 € | 2213 €/m² | Apartament 2 camere zona Gara | Gara, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 54 m² | Etaj | 4 etajul | Vezi descrierea anunțului | Va propunem spre vanzare, apartament cu 2 camere decomandat cu suprafata de 54 de metri patrati, bloc finalizat in 1986.Imobilul se afla in zona Arca - Gara.Apartamentul este situat la etajul 4 si dis... | Reactualizat | Inter - City | Agenție imobiliară",54.0,2.0,1986.0,Gara
230,123 000 €,"1 |  /  | 9 | 123 000 € | 2121 €/m² | Apartament 3 camere Billa - GARA | Podu Ros, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 58 m² | Etaj | 4 etajul | Vezi descrierea anunțului | Va propunem spre vanzare, apartament cu 3 camere semidecomandat cu suprafata de 58 de metri patrati, bloc finalizat in 1986.Imobilul se afla in zona Billa - GARA.Apartamentul este situat la etajul 4 s... | Reactualizat | Inter - City | Agenție imobiliară",58.0,3.0,1986.0,Podu Ros
