Titlu,Pret_EUR,Pret_Raw,Link,Descriere_Completa,Descriere_Preview
"Aprilie 2026! Ideal Investiție, apartament 53 mp, Royal Town Iași",128715.0,128 715 €,https://www.storia.ro/ro/oferta/aprilie-2026-ideal-investiie-apartament-53-mp-royal-town-iai-IDvNOT,"Vă propunem pentru achiziție un apartament ideal pentru investiție cu priveliștea cea mai râvnită din complexul Royal Town.
Apartamentul are 1 cameră și suprafața totală de 53,55  mp, este situat la etajul 7/8 și se află într un bloc cu termenul de predare în luna aprilie a anului 2026.

Apartamentul se va preda cu următoarele finisaje:
- Centrală termică în condensare marca Ariston cu operare digitală de pe telefonul mobil
- Tâmplărie exterioară PVC Qfort 82 cm , 6 camere profil, cu 3 foi de sticlă
- Uși interioare din lemn cu toc reglabil
- Parchet 10 mm conceput special pentru încălzirea în pardoseală
- Încălzire în pardoseală , kit complet REHAU
- Obiecte sanitare încastrate și suspendate VILLEROY & BOCH, robineți GROHE
- Pardoseli placate cu marmură
- Întrerupătoare digitale și videointerfon
- Pregătire + aparat aer condiționat Ariston
- Glafuri marmură interior/exterior
- Înălțimea camerelor de 2,75 m

În complex vei regăsi următoarele beneficii: supermarket Mega Image, farmacie, terenuri și săli de sport, spații de joacă pentru copii, parcări biciclete, parcări subterane și supraterane, cabinete medical, spații verzi amenajate de peisagiști profesioniști, piste pentru biciclete în jurul complexului, stație mijloc de transport în comun exact în fața complexului.

Clasa energetică : A
Consumul total de energie primară: 122,24
Indicele de emisii echivalent CO2: 26,12
Consumul total specific de energie din surse regenerabile : 0

PREȚUL include TVA 21% iar achiziția se va realiza printr-o cesiune, fiind vorba de o revânzare.
Separat locul de parcare este 16.000 euro.

Detalii și vizionări pot fi stabilite telefonic la 
Contactează și Contactează.

***Disclaimer: fotografiile din anunț sunt reale, realizate într-un apartament finalizat identic din cadrul complexului, însă anunțul face referire la un apartament in stadiu de constructie.","... | ... | ... | ... | ... | ... | ... | ... | ... | ... | 1 | / | 13 | 128 715 € | 2404 €/m² | Aprilie 2026! Ideal Investiție, apartament 53 mp, Royal Town Iași | Agronomie, Iasi, Iasi | Numărul de camere | 1 cameră | Prețul pe metru pătrat | 53.55 m² | Etaj | etajul 7 | Vezi descrierea anunțului | Vă propunem pentru achiziție un apartament ideal pentru investiție cu priveliștea cea mai râvnită din complexul Royal Town.Apartamentul are 1 cameră și suprafața totală de 53,55  mp, este situat la et... | Reactualizat | Dezvoltator Royal Town | Agenție imobiliară"
"Apartament cu 3 camere, spatiu de 14 mp si garaj, Rapa Galbena, Centru",210000.0,210 000 €,https://www.storia.ro/ro/oferta/apartament-cu-3-camere-spatiu-de-14-mp-si-garaj-rapa-galbena-centru-IDGt6X,"Apartament 3 camere + spațiu 14 mp + garaj Zonă centrală – Iași | Lângă Gară, Piața Unirii, UAIC & UMF 
O proprietate rară în zona ultracentrală, ideală atât pentru locuit, cât și pentru investiție. 
Poziționare excelentă, la câteva minute de: Gara Iași Piața Unirii Universitatea Alexandru Ioan Cuza din Iași Universitatea de Medicină și Farmacie Grigore T. Popa din Iași 
Detalii apartament:
 Suprafață utilă: 63 mp Parter înalt (echivalent etaj 1) Orientare Sud–Vest – luminos și călduros Dublu acces (avantaj major pentru flexibilitate) 
Compartimentare: 2 dormitoare Living generos cu zonă de dining Bucătărie separată Baie Debara
 Bonus major – pachet complet format din :
 Spațiu de ~14 mp, situat la parter (nu subsol), chiar sub apartament – utilități deja trase – poate fi transformat în garsonieră / birou / spațiu de închiriat 
Garaj propriu 
Potențial investițional datorită poziției centrale și proximității față de universități, proprietatea este ideală pentru: locuință personală închiriere pe termen lung (studenți / cadre universitare) închiriere în regim mixt (apartament + garsonieră separată) cabinet / birou.
 O proprietate completă, într-o zonă unde ofertele apar destul de rar.","Adăugat astăzi | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | 1 | / | 13 | 210 000 € | 3333 €/m² | Apartament cu 3 camere, spatiu de 14 mp si garaj, Rapa Galbena, Centru | Strada Arcu, Centru, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 63 m² | Etaj | etajul 1 | Vezi descrierea anunțului | Apartament 3 camere + spațiu 14 mp + garaj Zonă centrală – Iași | Lângă Gară, Piața Unirii, UAIC &amp; UMF O proprietate rară în zona ultracentrală, ideală atât pentru locuit, cât și pentru investiție... | Biroul Dezvoltatorilor Imobiliari Iasi | Agenție imobiliară"
"Apartament de vanzare Iasi bloc nou, 1 camera zona Copou",87500.0,87 500 €,https://www.storia.ro/ro/oferta/apartament-de-vanzare-iasi-bloc-nou-1-camera-zona-copou-IDGr4T,"COMISION 0%

Apartamente noi in Iasi, Complex Rezidential situat în cea mai exclusivista zona a Iașului, in Copou, va oferă apartamente cu 3 camere, 2 bai, suprafata 79 mp, la prețuri competitive, vedere panoramică, finisaje personalizate, spatii verzi, loc de joaca, toate acestea armonizate într-o zona verde și cu acces facil la zona urbana.

CONSTRUCTIE

– Structură de rezistență pe cadre (beton C25/30 si fier beton BST 500)

– Zidării exterioare 25 cm din BCA Ytong, delimitare apartamente Cărămidă 24 cm cu vată Cemacon 24VB, compartimentari apartamente Cărămidă de 12 cm Cemacon NF

– Fațadă izolată cu vată bazaltică de 15 cm, tencuială decorativă Baumit

– Tencuială interioară mecanizată

– Hidroizolație bai

– Tamplarie PVC cu geam triplex fatada si geam duplex la balcoane

DOTARI

– Pompă de caldură în regim aer/apă

– Sistem de încălzire prin pardoseală

– Bloc prevăzut cu sistem paratrăsnet modern după noile standarde europene

– Ușă metalică antiefracție la intrarea în apartament

– Contoare energie electrică

– Apometru individual

– Interfon

– Pompe de căldură la spațiile comerciale aer/apă si boiler pentru apa caldă menajeră

– Sistem antiincendiu pe casa scarii și parcări

– Adăposturi ALA

Soluții personalizate pentru achiziționarea imobilului dorit

În funcție de resursele / posibiliatățile dumneavoastră financiare, găsim impreună soluții pentru achitarea imobilului pe care doriți să îl achiziționați.

OPTIUNI DE PLATA:

– cash;

– credit ipotecar;

– prima casă;

– rate la dezvoltator.

Loc de parcare 14000 euro

Căutăm mereu să construim punți între visurile tale și realitate.

Pret apartament 87500 euro, TVA inclus, comision 0%

La pretul apartamentului se adauga si locul de parcare 14000 euro

CONTACT: 0743 .928.736 MIHAELA TEHUTU

Detalii alte incaperi: debara","Adăugat acum 4 zile | ... | ... | ... | ... | ... | ... | ... | ... | ... | 1 | / | 12 | 87 500 € | 1902 €/m² | Apartament de vanzare Iasi bloc nou, 1 camera zona Copou | Agronomie, Iasi, Iasi | Numărul de camere | 1 cameră | Prețul pe metru pătrat | 46 m² | Etaj | etajul 3 | Vezi descrierea anunțului | COMISION 0%
Apartamente noi in Iasi, Complex Rezidential situat în cea mai exclusivista zona a Iașului, in Copou, va oferă apartamente cu 3 camere, 2 bai, suprafata 79 mp, la prețuri competitive, vede... | Reactualizat | New Concept Imobiliare | Agenție imobiliară"
"Apartament 2 camere, 50 mp + balcon 22 mp, zona Podu de Fier",145000.0,145 000 €,https://www.storia.ro/ro/oferta/apartament-2-camere-50-mp-balcon-22-mp-zona-podu-de-fier-IDG0pk,"Blitz vă propune spre vânzare un apartament spațios cu 2 camere, aflat într-o stare bună, situat la etajul 1 al unui imobil solid, construit în anul 1984, cu regim de înălțime P+4.

Proprietatea este amplasată într-o zonă centrală de maxim interes a municipiului Iași, Tg. Cucu – Podul de Fier, una dintre cele mai bine cotate locații ale orașului, recunoscută pentru accesibilitate excelentă și infrastructură complet dezvoltată. Poziționarea oferă acces rapid către centrul istoric, instituții publice, universități, centre comerciale, piață, farmacii, școli, grădinițe și mijloace de transport în comun, toate aflate la câteva minute de mers pe jos.
Un atu major al apartamentului îl reprezintă balconul închis, cu o suprafață generoasă de aproximativ 22 mp, care înconjoară apartamentul, oferind un plus semnificativ de spațiu și funcționalitate. Acesta poate fi utilizat ca zonă de relaxare, spațiu de depozitare, asigurând totodată izolație termică și fonică suplimentară
Apartamentul beneficiază de o compartimentare eficientă, camere luminoase și un ambient plăcut, fiind ideal atât pentru locuire personală, cât și pentru investiție, datorită cererii ridicate din zonă.

Zona Tg. Cucu – Podul de Fier oferă un echilibru excelent între dinamica urbană și confortul rezidențial, reprezentând o alegere sigură pentru cei care își doresc să locuiască în inima orașului sau să obțină un randament bun din închiriere.

Cod ofertă / ID BLITZ: P161270","... | ... | ... | ... | ... | ... | ... | ... | 1 | / | 11 | 145 000 € | 2900 €/m² | Apartament 2 camere, 50 mp + balcon 22 mp, zona Podu de Fier | Podu de Fier, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 50 m² | Etaj | etajul 1 | Vezi descrierea anunțului | Blitz vă propune spre vânzare un apartament spațios cu 2 camere, aflat într-o stare bună, situat la etajul 1 al unui imobil solid, construit în anul 1984, cu regim de înălțime P+4.Proprietatea este am... | Reactualizat | BLITZ | Agenție imobiliară"
"Apartament cu 3 camere, Copou",177270.0,177 270 €,https://www.storia.ro/ro/oferta/apartament-cu-3-camere-copou-IDGt3F,"Apartament A11 – 3 camere, 102,74 m² (74,53 + 28,21 m² balcon)

Proiect reprezentat de către Biroul Dezvoltatorilor Imobiliari Iași (BDI)

Apartament spațios și luminos, situat într-un ansamblu rezidențial premium din zona Copou–Viticultori, una dintre cele mai frumoase și liniștite zone ale Iașului.
Cu o vedere panoramică spectaculoasă peste Grădina Botanică și orașul Iași, acest apartament oferă confort, spațiu și lumină naturală din abundență. Suprafață totală: 102,74 m², din care balcon de 28,21 m² – ideal pentru relaxare și priveliști deosebite.
Structura finalizată, zidăria în execuție.
Finisaje premium, cu posibilitatea personalizării interioare.
Preț promoțional: 2.000 €/mp util, balconul la jumătate din preț/mp, 2.500 €/mp la finalizare.

Parcare subterană 12.000 euro și supraterană 10 000 euro, disponibilă.
Se adaugă TVA 21%
Acces rapid către centrul orașului, universități și zonele verzi din Copou.
Pentru schițe, compartimentări si disponibilități, sunati la reprezentantul acestui proiect Ionuț Rosca.","Adăugat astăzi | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | 1 | / | 13 | 177 270 € | 1721 €/m² | Apartament cu 3 camere, Copou | Copou, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 103 m² | Etaj | etajul 3 | Vezi descrierea anunțului | Apartament A11 – 3 camere, 102,74 m² (74,53 + 28,21 m² balcon)Proiect reprezentat de către Biroul Dezvoltatorilor Imobiliari Iași (BDI)Apartament spațios și luminos, situat într-un ansamblu rezidenția... | Biroul Dezvoltatorilor Imobiliari Iasi | Agenție imobiliară"
"Apartament de vanzare, cu 2 camere, decomandat, zona Visani",105000.0,105 000 €,https://www.storia.ro/ro/oferta/apartament-de-vanzare-cu-2-camere-decomandat-zona-visani-IDEPFI,"Blitz va propune spre vânzare un apartament 2 camere, decomandat, suprafață de 59.55mp
Apartamentul se află la parter, într-un bloc construit în 2013 pe cadre de beton compartimentat cu cărămidă (atât la exterior cat și la interior) izolație de 10 cm pe pereți, locuri de parcare în fața blocului și spații de joacă pentru copii, supraveghere video.
Compartimentarea este astfel: dormitor, sufragerie, baie, bucătărie, hol cu debara și balcon închis.
Apartamentul dispune de centrală termică, mochetă în dormitor și sufragerie, gresie în hol, gresie și faianță în baie și bucătărie, video interfon.
Zona este una necirculată intens, beneficiind de o liniște deplină noaptea.
În apropiere avem family market, Mega Image, lara farm, Profi plus non-stop, easy box.
În Vișan s-a deschis grădinița Kreaticon bucium, exista spălătorie auto self service, pizzerie, barber shop și stație de autobuz CTP (203) în fața complexului.
Apartamentul se vinde parțial mobilat, eliberare rapidă și vizionarea se face pe bază de programare.
Va astept la o vizionare!

Cod ofertă / ID BLITZ: P152252","... | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | 1 | / | 20 | 105 000 € | 1944 €/m² | Apartament de vanzare, cu 2 camere, decomandat, zona Visani | Bucium, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 54 m² | Etaj | parter | Vezi descrierea anunțului | Blitz va propune spre vânzare un apartament 2 camere, decomandat, suprafață de 59.55mpApartamentul se află la parter, într-un bloc construit în 2013 pe cadre de beton compartimentat cu cărămidă (atât ... | Reactualizat | BLITZ | Agenție imobiliară"
"Apartament cu doua camere, Copou",130510.0,130 510 €,https://www.storia.ro/ro/oferta/apartament-cu-doua-camere-copou-IDGt3c,"Proiect reprezentat de către Biroul Dezvoltatorilor Imobiliari Iași

Apartament elegant, bine compartimentat, cu priveliște amplă peste orașul Iași și Grădina Botanică, amplasat într-un complex modern și aerisit.
Structura finalizată, lucrări de zidărie în curs.
Finisaje de calitate superioară, personalizabile la cerere.
Preț promoțional: 2.000 €/mp util la achitarea integrala si 2.500 €/mp prin noua metoda de contractare notariala.
Balcon la jumătate din preț/mp.
Zonă liniștită, aer curat, în apropierea Grădinii Botanice și a Parcului Copou.
Parcări disponibile. 12 000 euro parcarea subterana, 10 000 euro parcarea supraterana.
Se adaugă TVA 21%.
Acces facil către toate punctele de interes din Iași.
Informatiile despre suprafata sunt pentru blocul 2 din complex- apartamentul nr. 13, vezi schita din poze. Apartamentul este situat conform schitei pe PARTER ( din D+P+2E)
Tot in imagini veti regasi si disponibilitatile aferente celor doua blocuri care se construiesc, la contractarea cu achitarea integrala acum 2000 euro si/ TVA.

Pentur mai multe detalii, vizionari, va rog sa folositi formularul de contact.
Ionut Rosca!","Adăugat astăzi | ... | ... | ... | ... | ... | ... | ... | ... | 1 | / | 11 | 130 510 € | 2290 €/m² | Apartament cu doua camere, Copou | Copou, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 57 m² | Etaj | etajul 1 | Vezi descrierea anunțului | Proiect reprezentat de către Biroul Dezvoltatorilor Imobiliari IașiApartament elegant, bine compartimentat, cu priveliște amplă peste orașul Iași și Grădina Botanică, amplasat într-un complex modern ș... | Biroul Dezvoltatorilor Imobiliari Iasi | Agenție imobiliară"
"Apartament 2 camere de vanzare, Podu Ros",87000.0,87 000 €,https://www.storia.ro/ro/oferta/apartament-2-camere-de-vanzare-podu-ros-IDGt2X,"De vânzare apartament 2 camere, decomandat, 52 mp - Podu Ros
Fidelia Casa vă propune spre vânzare un apartament cu 2 camere, decomandat, cu o suprafață de 52 mp, situat într-un bloc din zona Podu Ros, aproape de mijloace de transport, magazine și alte puncte de interes. Imobilul este compus din: living, dormitor, bucătărie, baie fără fereastră și două balcoane – unul aferent livingului și unul dormitorului.
Locuința necesită renovare, oferind posibilitatea amenajării după preferințele cumpărătorului.
Imobilul este amplasat într-o zonă accesibilă, aproape de mijloace de transport, unități de învățământ și spații comerciale.
Proprietatea este potrivită atât pentru locuire, cât și pentru investiție.","Adăugat astăzi | ... | ... | ... | ... | 1 | / | 7 | 87 000 € | 1977 €/m² | Apartament 2 camere de vanzare, Podu Ros | Podu Ros, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 44 m² | Etaj | etajul 9 | Vezi descrierea anunțului | De v&acirc;nzare apartament 2 camere, decomandat, 52 mp - Podu RosFidelia Casa v&#259; propune spre v&acirc;nzare un apartament cu 2 camere, decomandat, cu o suprafa&#539;&#259; de 52 mp, situat &icir... | FIDELIA CASA ALEXANDRU SRL | Agenție imobiliară"
"Apartament 2 camere  de vanzare  Bucium,",139000.0,139 000 €,https://www.storia.ro/ro/oferta/apartament-2-camere-de-vanzare-bucium-IDGt2V,"Apartament 2 camere – 68 mp suprafață totală, 2 balcoane, Bucium
Vă prezentăm spre vânzare un apartament spațios și luminos, cu 2 camere și o suprafață utilă de 60 mp, situat la etajul 3 din 5, într-un bloc modern, dotat cu lift, din zona Bucium.
Caracteristici principale:
 
 Suprafață utilă: 60 mp
 
 
 2 balcoane mari: un balcon este închis cu tâmplărie Salamander + unul tip terasă, ambele perfecte pentru relaxare
 
 
 Jardinieră la bucătărie, ideală pentru flori sau ierburi aromatice
 
 
 Se vinde complet mobilat, gata pentru locuire imediată
 
 
 Loc de parcare subteran disponibil (10.000 €)
 
Avantaje zonă:
 
 Poziționare excelentă: acces rapid către centru și alte cartiere
 
 
 În apropiere de stații mijloace de transport, magazine, farmacii, Bellaria
 
 
 Zonă liniștită, dar foarte bine conectată la oraș","Adăugat astăzi | ... | ... | ... | ... | ... | ... | 1 | / | 9 | 139 000 € | 2317 €/m² | Apartament 2 camere  de vanzare  Bucium, | Bucium, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 60 m² | Etaj | etajul 3 | Vezi descrierea anunțului | Apartament 2 camere &ndash; 68 mp suprafa&#539;&#259; total&#259;, 2 balcoane, BuciumV&#259; prezent&#259;m spre v&acirc;nzare un apartament spa&#539;ios &#537;i luminos, cu 2 camere &#537;i o suprafa... | FIDELIA CASA ALEXANDRU SRL | Agenție imobiliară"
"2 Camere, Etaj intermediar, 76mp, bloc nou - Family Market",139500.0,139 500 €,https://www.storia.ro/ro/oferta/2-camere-etaj-intermediar-76mp-bloc-nou-family-market-IDGt2R,"Se vinde un apartament elegant cu 2 camere semidecomandat, având o suprafață generoasă de 76 mp, situat la etajul 3 din 5, într-un bloc nou construit în 2017, poziționat excelent în zona Bucium, vis-a-vis de Family Market Bucium.
Apartamentul impresionează prin suprafața peste medie pentru această tipologie și prin amenajarea modernă, realizată cu atenție la detalii și materiale premium. Se vinde complet mobilat, exact ca în prezentare.
Dotări și beneficii:
Suprafață generoasă – 76 mp
Mobilier realizat la comandă
Amenajare de lux
Centrală termică proprie
Aer condiționat
Electronice și electrocasnice incluse
Baie mare cu geam și cadă
Etaj intermediar (3/5)
Bloc nou (2017)
Poziționarea este un real avantaj, cu acces imediat către magazine, supermarket, restaurante, sală de fitness și alte facilități, într-o zonă foarte bine conectată.
Pentru mai multe detalii și programarea unei vizionări:
Andrei Bleoju – O749-349-I99","Adăugat astăzi | ... | ... | ... | ... | ... | ... | ... | ... | 1 | / | 11 | 139 500 € | 1836 €/m² | 2 Camere, Etaj intermediar, 76mp, bloc nou - Family Market | Bucium, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 76 m² | Etaj | etajul 3 | Vezi descrierea anunțului | Se vinde un apartament elegant cu 2 camere semidecomandat, având o suprafață generoasă de 76 mp, situat la etajul 3 din 5, într-un bloc nou construit în 2017, poziționat excelent în zona Bucium, vis-a... | ZDA | Agenție imobiliară"
"Apartament 3 camere, 100 mp, LIDL Lunca Cetatuii",110000.0,110 000 €,https://www.storia.ro/ro/oferta/apartament-3-camere-100-mp-lidl-lunca-cetatuii-IDFw8c,"Blitz propune spre vânzare un apartament spațios de 3 camere, cu o suprafață de 100 mp, situat la etajul 3/3 + mansrda , într-o zonă liniștită, foarte aproape de magazine și mijloace de transport.

Compartimentarea este modernă și practică: living luminos, bucătărie separată, 2 dormitoare, 2 băi și balcon.
Preț: 110.000 euro.
O locuință ideală pentru o familie sau pentru cei care caută confort și acces rapid la toate facilitățile urbane.

Va asteptam la vizionare!

Cod ofertă / ID BLITZ: P157177","... | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | 1 | / | 18 | 110 000 € | 1100 €/m² | Apartament 3 camere, 100 mp, LIDL Lunca Cetatuii | CUG, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 100 m² | Etaj | etajul 3 | Vezi descrierea anunțului | Blitz propune spre vânzare un apartament spațios de 3 camere, cu o suprafață de 100 mp, situat la etajul 3/3 + mansrda , într-o zonă liniștită, foarte aproape de magazine și mijloace de transport.Comp... | Reactualizat | BLITZ | Agenție imobiliară"
Apartament 2 camere  de vanzare  Bucium,79000.0,79 000 €,https://www.storia.ro/ro/oferta/apartament-2-camere-de-vanzare-bucium-IDGt2E,"Ofer spre vânzare apartament cu 2 camere, situat în zona Bucium, la strada principală, într-un imobil cu regim de înălțime P+6, la etajul 1.
Apartamentul are o suprafață de 43 mp, este compartimentat open-space și beneficiază de lumină naturală pe tot parcursul zilei.
Caracteristici și dotări
 
 Balcon închis
 
 
 2 aparate de aer condiționat
 
 
 Tâmplărie PVC cu geam tripan
 
 
 Intabulat, acte la zi
 
 
 Disponibil pentru mutare imediată
 
Avantaje
Poziționarea la strada principală oferă acces rapid la transport public, magazine și puncte de interes, fiind ideal atât pentru locuit, cât și pentru investiție.","Adăugat astăzi | ... | ... | ... | ... | ... | 1 | / | 8 | 79 000 € | 1975 €/m² | Apartament 2 camere  de vanzare  Bucium | Bucium, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 40 m² | Etaj | etajul 1 | Vezi descrierea anunțului | Ofer spre v&acirc;nzare apartament cu 2 camere, situat &icirc;n zona Bucium, la strada principal&#259;, &icirc;ntr-un imobil cu regim de &icirc;n&#259;l&#539;ime P+6, la etajul 1.Apartamentul are o su... | FIDELIA CASA ALEXANDRU SRL | Agenție imobiliară"
"Apartament 2 camere de vanzare, Bucium",95000.0,95 000 €,https://www.storia.ro/ro/oferta/apartament-2-camere-de-vanzare-bucium-IDGt2C,"Apartament 2 camere | 51 mp | Etaj 1 | Bucium – Iași
Situat într-o zonă liniștită și bine conectată a cartierului Bucium, acest apartament de 2 camere oferă un echilibru reușit între confort, funcționalitate și acces rapid către oraș. Este un spațiu bine întreținut, ideal pentru cei care își doresc un cămin primitor sau o investiție sigură.
Apartamentul are o suprafață utilă de 51 mp, este decomandat și include un living luminos, un dormitor, bucătărie separată, baie și balcon. Se află la etajul 1 al unui bloc cu regim de înălțime P+2+M, construit în 2014 și achiziționat de nou.
Orientarea nord-estică asigură lumină naturală plăcută dimineața și menține o temperatură confortabilă pe timpul verii, iar iarna apartamentul este foarte călduros, cu costuri reduse de întreținere. Centrala termică în condensare a fost schimbată recent, în urmă cu 2 ani.
La nivel de finisaje, apartamentul se prezintă într-o stare foarte bună: parchet nou în ambele camere, pereți proaspăt văruiți, iar dormitorul este mobilat recent cu mobilier premium, realizat pe comandă, care rămâne viitorului proprietar.
Localizare – Bucium, zona Lidl
Zona este apreciată pentru liniște și accesibilitate. În apropiere se regăsesc Lidl Bucium, Family Market, stații de transport public, școală, grădiniță, sală de fitness, magazine, farmacii și alte servicii utile, toate într-o zonă retrasă, ferită de zgomotul traficului.
Avantaje cheie:
 
 etaj intermediar ideal
 
 
 construcție relativ nouă
 
 
 costuri reduse de întreținere
 
 
 apartament îngrijit, cu îmbunătățiri recente
 
 
 potrivit pentru cupluri, tineri profesioniști sau investiție
 
Pentru mai multe detalii sau pentru stabilirea unei vizionări, vă invităm să sunați.","Adăugat astăzi | ... | ... | ... | ... | ... | ... | ... | ... | 1 | / | 11 | 95 000 € | 1939 €/m² | Apartament 2 camere de vanzare, Bucium | Bucium, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 49 m² | Etaj | etajul 1 | Vezi descrierea anunțului | Apartament 2 camere | 51 mp | Etaj 1 | Bucium &ndash; Ia&#537;iSituat &icirc;ntr-o zon&#259; lini&#537;tit&#259; &#537;i bine conectat&#259; a cartierului Bucium, acest apartament de 2 camere ofer&#25... | FIDELIA CASA ALEXANDRU SRL | Agenție imobiliară"
"Apartament 3 camere de vanzare, Podu Ros",128000.0,128 000 €,https://www.storia.ro/ro/oferta/apartament-3-camere-de-vanzare-podu-ros-IDGt2B,"Apartament cu 3 camere, etajul 1, bloc fără risc - Podu Roș
Vă propunem spre vânzare un apartament situat într-una dintre cele mai apreciate zone din Iași – Podu Roș, cu acces direct la bulevard și la mai puțin de 5 minute de mers pe jos de Palas Mall.
Apartamentul este amplasat la etajul 1 al unui bloc solid, construit din plăci de beton, fără risc seismic. Poziționarea pe mijlocul blocului, fără pereți exteriori laterali, oferă un confort termic ridicat, locuința fiind foarte călduroasă pe timpul iernii. Vederea este orientată spre spate, asigurând liniște, în ciuda amplasării într-o zonă centrală.
Cu o suprafață de 60,4 mp, apartamentul a fost complet renovat, utilizând materiale premium. Toate elementele esențiale sunt noi: instalațiile, centrala termică și caloriferele, ferestrele termopan, ușile și finisajele moderne. Locuința se predă nemobilată, viitorul proprietar având posibilitatea de a o amenaja și dota după propriile preferințe.
Zona dispune de infrastructură completă, de la creșe și școli până la unele dintre cele mai bune licee din Iași, toate aflate la câteva minute de mers pe jos. Accesul către centrul orașului și principalele puncte de interes este rapid și facil.
Pentru mai multe informații sau pentru programarea unei vizionări, vă invităm să ne contactați.","Adăugat astăzi | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | 1 | / | 18 | 128 000 € | 2246 €/m² | Apartament 3 camere de vanzare, Podu Ros | Podu Ros, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 57 m² | Etaj | etajul 1 | Vezi descrierea anunțului | Apartament cu 3 camere, etajul 1, bloc f&#259;r&#259; risc - Podu Ro&#537;V&#259; propunem spre v&acirc;nzare un apartament situat &icirc;ntr-una dintre cele mai apreciate zone din Ia&#537;i &ndash; P... | FIDELIA CASA ALEXANDRU SRL | Agenție imobiliară"
"Apartament 3 camere de vanzare, Podu Ros",117000.0,117 000 €,https://www.storia.ro/ro/oferta/apartament-3-camere-de-vanzare-podu-ros-IDGt2A,"Apartament 3 camere – Podu Roș | Locație excelentă | Mobilat și utilat
Vă propunem spre vânzare un apartament cu 3 camere, semidecomandat, situat în zona Podu Roș, chiar lângă stația CTP Podu Roș 1, cu acces rapid către toate punctele importante ale orașului Iași.
Imobilul este amplasat la etajul 4 4, iar terasa blocului a fost reabilitată integral în 2025 de către o firmă autorizată, cu garanție 25 de ani. Blocul nu figurează pe lista imobilelor cu risc seismic, fiind eligibil pentru achiziție prin credit bancar. Scara este curată și îngrijită, iar vecinii liniștiți.
Deși poziționat în prima linie la Bulevardul Tutora (recent reabilitat), apartamentul beneficiază de vedere pe spate, oferind astfel un confort fonic sporit.
Compartimentare și dotări:
 
 3 camere cu parchet din lemn masiv, în stare foarte bună
 
 
 balcon de 4,1 mp
 
 
 debara de 1,3 mp
 
 
 geam la baie
 
 
 ușă metalică
 
 
 centrală termică proprie
 
 
 aer condiționat
 
 
 tâmplărie PVC cu geam termopan
 
Apartamentul este îngrijit, perfect locuibil, cu îmbunătățiri existente, dar oferă și posibilitatea unei renovări personalizate, după gustul viitorului proprietar.
Se vinde mobilat și utilat:
 
 Dormitor matrimonial: pat dublu, birou, dulap haine
 
 
 Dormitor secundar: canapea extensibilă, birou, dulap, bibliotecă
 
 
 Living: canapea extensibilă, dulap, birou, două comode
 
 
 Bucătărie: mobilată complet (corpuri sus jos), aragaz cu cuptor, frigider
 
 
 mașină de spălat
 
 
 spații suplimentare de depozitare în debara și balcon
 
Zona este una dintre cele mai bine cotate din oraș, cu acces imediat către: Palas Mall, Palatul Culturii, Pietonalul Ștefan cel Mare, Dedeman, Școala „Otilia Cazimir. Tot ce aveți nevoie pentru confortul zilnic se află la câteva minute distanță.
Motivul vânzării: relocarea investiției.
Pentru mai multe detalii și programarea unei vizionări, vă stăm la dispoziție. Dacă sunteți cu adevărat interesați, cu siguranță putem ajunge la un acord avantajos pentru ambele părți.","Adăugat astăzi | ... | ... | ... | ... | ... | ... | ... | 1 | / | 10 | 117 000 € | 2089 €/m² | Apartament 3 camere de vanzare, Podu Ros | Tesatura, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 56 m² | Etaj | etajul 4 | Vezi descrierea anunțului | Apartament 3 camere &ndash; Podu Ro&#537; | Loca&#539;ie excelent&#259; | Mobilat &#537;i utilatV&#259; propunem spre v&acirc;nzare un apartament cu 3 camere, semidecomandat, situat &icirc;n zona Podu... | FIDELIA CASA ALEXANDRU SRL | Agenție imobiliară"
